Participant,Task,Trial,Cosine Error,Static Cosine Error,Moving Cosine Error,Euclidean Error,Static Euclidean Error,Moving Euclidean Error,Spatial Precision_Transition,Spatial Precision_Fixation,Spatial Precision_Pursuit,Recalibrated_Euclidean Error,Recalibrated_Static Euclidean Error,Recalibrated_Moving Euclidean Error,Recalibrated_Spatial Precision_Transition,Recalibrated_Spatial Precision_Fixation,Recalibrated_Spatial Precision_Pursuit
p22,calibration,1.5,2.414275005439524,2.414275005439524,,2.5310469488676604,2.5310469488676604,,2.4625084294459967,0.5530897518614248,,2.989041006142531,2.989041006142531,,2.327234304937299,0.5297177413973997,
p22,screenStabilized_headConstrained,1.5,2.1023948232212137,2.0802951443800475,2.1090063614894854,2.17059607505907,2.1955537225899873,2.1631295212271056,,,0.6040668485096847,2.3973595785384627,2.9099982526293484,2.2439939918298313,,,0.5804901877436646
p22,screenStabilized_walking,1.5,5.719384611685944,6.668695176390544,5.4361088811162945,9.010562973958569,11.029313840089186,8.407988532004854,,,,15.796148915048857,15.716055580077596,15.821473947925167,,,
p22,worldStabilized_bodyConstrained,1.5,2.2626634914837593,1.8981434575118867,2.371774734186628,2.506473490340063,2.233697242330054,2.588133285154317,,,,3.721297623583909,3.590183227661802,3.760559202861244,,,
p22,worldStabilized_sphere,1.5,4.8787943868955,4.680876809495864,5.113644646054222,6.480988945934589,5.962031165299576,7.096775730752739,,,,12.350376107756535,12.13508725280097,12.605835635911937,,,
p22,worldStabilized_sphere_VR,1.5,3.6416557715295266,3.22337489993273,4.139568299339768,4.997299455722828,4.253535652452374,5.882380073149088,,,,11.446437628583924,10.846423963448782,12.16006421160429,,,
p22,worldStabilized_walking,1.5,5.439839279359445,5.396853635732842,5.45268965088443,8.705125383274051,7.956031312302,8.929606339477074,,,,15.442172749053004,16.33688900199964,15.174080386462887,,,
p23,calibration,1.5,1.0051572689031445,1.0051572689031445,,1.060903268600204,1.060903268600204,,3.2422820159556305,0.38465293529029143,,3.271100654994992,3.271100654994992,,2.8409334711066254,0.3411189153882128,
p23,screenStabilized_headConstrained,1.5,1.233348746993157,1.258529586564885,1.2257737562692799,1.2871796145263663,1.333831325232495,1.2731534438499628,,,0.4472227626332606,2.9825548138309363,3.8997451065553332,2.7069258210535527,,,0.39711679688718166
p23,screenStabilized_walking,1.5,2.8504218348237558,2.6151321558999094,2.921059392228191,4.989713399771481,3.624235972968675,5.399718057167702,,,,17.889052694494012,16.913886029183068,18.182125491060127,,,
p23,worldStabilized_bodyConstrained,1.5,1.3973902659072828,1.1566873779915547,1.4697495515100314,1.6677533507400697,1.4393582178336919,1.7364142946610641,,,,5.139963373669252,6.015937578573029,4.876645846759949,,,
p23,worldStabilized_sphere,1.5,2.3373995163024768,1.4350558567287197,3.4091704007595935,3.3250678002038168,1.908191207056531,5.007977492030063,,,,15.804653353889485,15.419918857706392,16.261636570114337,,,
p23,worldStabilized_sphere_VR,1.5,2.352903297510369,1.4892650390710571,3.3797647288766557,3.228506881392259,1.8962228351882382,4.812590921371807,,,,15.800198369152236,15.501651207845285,16.155150949493343,,,
p23,worldStabilized_walking,1.5,3.4518109587863326,3.0187090620417787,3.5820644078779904,5.224086488939976,5.491834227337858,5.143174853030018,,,,16.864603259895837,15.95928973903331,17.136683875091784,,,
p24_incomplete,calibration,1.5,3.1206920351266447,3.1206920351266447,,3.3389798809635094,3.3389798809635094,,2.8311958185384842,0.43585628933785103,,3.5957520472987445,3.5957520472987445,,2.7826264093416007,0.42716269907747745,
p24_incomplete,screenStabilized_headConstrained,1.0,1.9279936397483568,2.3682092677058155,1.7962947815228565,1.998567122635805,2.5039360667073565,1.847376413606088,,,0.4156643635437506,2.2138097110319546,2.9115199426943623,2.005076456130181,,,0.4079029544750938
p24_incomplete,screenStabilized_walking,1.5,4.893863327472149,4.702476146433167,4.951171721507992,7.586451507863723,6.825876677838574,7.813895016731131,,,,9.507530477680113,8.175300097801502,9.905610254517637,,,
p24_incomplete,worldStabilized_bodyConstrained,1.5,3.0005225802344757,2.8203979187729225,3.054410290588624,3.540539845324053,3.469886635639841,3.5616770936506317,,,,4.879039721267341,5.229484283184578,4.774197580859967,,,
p24_incomplete,worldStabilized_sphere,1.5,4.14729348549037,3.320261716890456,5.129487898762198,5.625789283149168,4.0399379306789776,7.5091131681487795,,,,8.343854645141574,7.08988874626846,9.833070933542182,,,
p24_incomplete,worldStabilized_sphere_VR,1.5,4.142307822579959,3.1322011934558445,5.337559561600611,5.608448782192436,3.734289205706213,7.8260784038213895,,,,8.423344165931287,6.87482897817118,10.255602242183985,,,
p24_incomplete,worldStabilized_walking,1.5,9.704836292857044,8.744728339210793,9.992164804784752,15.785544474114921,13.92857070690837,16.34134000585022,,,,16.502009648598893,15.309304534744207,16.858959126348662,,,
p25,calibration,1.5,2.3933822763291905,2.3933822763291905,,2.4836706178108208,2.4836706178108208,,2.8485724798573493,1.2685739789486858,,3.3561554168556382,3.3561554168556382,,2.4644934004403316,1.0637419309984764,
p25,screenStabilized_headConstrained,1.5,2.178019707684877,2.541770099204859,2.069196875872805,2.2683694576455187,2.6757003692703867,2.146508686300683,,,0.9944496197079051,3.100793444974436,4.07112816666674,2.8104994008116417,,,0.8427042567244143
p25,screenStabilized_walking,1.5,3.0519033349909375,3.123432155183851,3.0305846178105886,4.301528529499952,3.700955234048264,4.481044144630138,,,,18.61167331932464,17.37345430210413,18.981598520332035,,,
p25,worldStabilized_bodyConstrained,1.5,1.8954728573682156,2.037353719646745,1.8530265052184063,2.2312113608456956,2.496622528057233,2.151808573979086,,,,5.748803012799659,6.907383774447689,5.4021915938024625,,,
p25,worldStabilized_sphere,1.5,2.803402180061335,2.2346727346177278,3.4782701507531995,3.7891318023774954,2.661617063915404,5.126970099874634,,,,18.67552650936267,18.38954280025601,19.014841704188775,,,
p25,worldStabilized_sphere_VR,1.5,3.057479173203175,2.3388733928474346,3.9098980615002503,4.16660163778805,2.784997515053376,5.805412454718612,,,,18.601750296072424,18.067147154442978,19.23580012564439,,,
p25,worldStabilized_walking,1.5,3.5951084819266703,3.4684202188713757,3.6331320969550243,5.796136202454726,4.94801880302407,6.050847696410193,,,,21.070823530367235,20.51899271778113,21.23599582949631,,,
p26,calibration,1.5,2.692121412720794,2.692121412720794,,2.81221467406169,2.81221467406169,,2.485020439113556,0.36276707357969074,,4.17132279383499,4.17132279383499,,2.1983080893340645,0.3195284089035998,
p26,screenStabilized_headConstrained,1.5,1.6107779919250524,1.6734603072620793,1.591946940203528,1.6743529228430096,1.7712320122422063,1.6452506623205183,,,0.39973267390328326,2.650090192198717,3.4558950783303946,2.4080278244916595,,,0.3517992587012696
p26,screenStabilized_walking,1.5,3.094256566815061,3.0475018992532146,3.108250258847699,5.415442549330912,4.033489232416039,5.830254278947169,,,,17.22798508157651,15.768937491183816,17.665584895875675,,,
p26,worldStabilized_bodyConstrained,1.5,1.7617655393720724,1.6443692513375665,1.7970601936424795,1.9915653996268303,1.9197655591736464,2.0131466097015354,,,,4.3072297906319506,5.233777051926552,4.028600098295427,,,
p26,worldStabilized_sphere,1.5,3.000086281319306,2.1811319489643086,3.9743842733116805,4.054964166806513,2.8277894651588698,5.514913317964208,,,,16.53972848395955,16.32589029657192,16.794116298301894,,,
p26,worldStabilized_sphere_VR,1.5,2.680244661979696,1.622203764102276,3.9401876101648976,3.7186516884501337,2.060148359152625,5.693663100997876,,,,17.095571961888503,16.615785055287198,17.666988632457773,,,
p26,worldStabilized_walking,1.5,3.268673268001257,3.3332358045421024,3.2492746921275892,5.083054287757377,4.666200199069282,5.208395259577544,,,,17.718198499194635,15.944452553350391,18.25146854063164,,,
p27,calibration,1.5,2.8884543539316008,2.8884543539316008,,3.055406563343683,3.055406563343683,,3.1099909778926724,0.4479868232900266,,3.4939214625202752,3.4939214625202752,,2.834951683253954,0.40776521565697554,
p27,screenStabilized_headConstrained,1.5,2.324142427336721,2.9029496545444182,2.150981262410318,2.4412692230131494,3.141911020784413,2.2316589344832423,,,0.5408105705030304,3.273875587493838,4.9143816226073165,2.783087078374016,,,0.49087133408521366
p27,screenStabilized_walking,1.5,3.436132046866871,3.81823916463353,3.322070354729841,5.513611580696408,5.239873455441886,5.59505627492769,,,,14.704870886553275,15.330723320686188,14.51875957135318,,,
p27,worldStabilized_bodyConstrained,1.5,1.5647863715922838,1.4643150184595717,1.5948442833328182,1.7805866135667503,1.787444317591488,1.778535001282341,,,,3.542883055006868,4.0679131123586565,3.385810350868383,,,
p27,worldStabilized_sphere,1.5,2.69703089190034,2.090453900599921,3.416807589676287,3.5976928176134972,2.54463221959777,4.847271056630541,,,,12.166121146509132,11.592855736299873,12.846350098895293,,,
p27,worldStabilized_sphere_VR,1.5,2.952072186256486,2.275019746127037,3.7584778946452024,4.017904211954981,2.7799634889587956,5.4923486224542835,,,,12.023937711210465,11.329189089224041,12.851398433560286,,,
p27,worldStabilized_walking,1.5,3.6021880170301275,4.36326346544695,3.374362015195853,5.88919717210558,6.072889828208584,5.834183849051426,,,,14.353316840998723,11.881056911045679,15.09411388741219,,,
p28,calibration,1.5,3.505307223631595,3.505307223631595,,3.6875796363419964,3.6875796363419964,,2.5886977881916904,1.0596494703239863,,3.330584467723069,3.330584467723069,,2.5780035484009827,1.0621393450107646,
p28,screenStabilized_headConstrained,1.5,3.534908777937143,4.215939406484741,3.330431698195474,3.692292621852804,4.498448890208362,3.4502465196283554,,,0.9782074748516127,3.2314099652398536,4.21073187143257,2.9373543612929143,,,0.9832838987775658
p28,screenStabilized_walking,1.5,3.566297692378346,3.839066781602125,3.484372072090483,5.396006963454514,5.302727520266557,5.424056004376303,,,,8.822173694403904,9.477730837818754,8.625393612328754,,,
p28,worldStabilized_bodyConstrained,1.5,2.191670444123048,2.3516603611466773,2.143700892319275,2.489925589263311,2.7387969325082526,2.4152281496459294,,,,2.726442586297753,2.891537719935889,2.6768748957641355,,,
p28,worldStabilized_sphere,1.5,3.672784585381489,3.5952867397433366,3.7648773416629493,4.898663346265998,4.5173385356169415,5.351969000231875,,,,8.339240254492037,8.317498457195327,8.36504865961373,,,
p28,worldStabilized_sphere_VR,1.5,4.527726797275946,4.433859868964367,4.639188071686918,5.985736813866653,5.603899551494571,6.439081431189271,,,,9.184787312957791,9.123475150829758,9.257571113731672,,,
p28,worldStabilized_walking,1.5,4.73747228658627,5.06187592234884,4.640036411399489,7.239000249185519,7.75306528169053,7.08464753303033,,,,11.28488853187715,11.264892213488995,11.290895711933427,,,
p29,calibration,1.5,2.8920440517622836,2.8920440517622836,,3.022891688574788,3.022891688574788,,3.2658567582792966,0.3785027763181341,,3.296607938213717,3.296607938213717,,3.079030987455997,0.3493769448656364,
p29,screenStabilized_headConstrained,1.5,2.5824584087205364,3.04024311134482,2.445503428434047,2.6366756135065286,3.1140508177212918,2.493859762938123,,,0.39866899605040806,2.2256147303212606,2.5959264734846945,2.114828945662947,,,0.37225705366808937
p29,screenStabilized_walking,1.5,3.0346226886380254,3.117372193407672,3.0098559353161,4.792958725839377,5.181981912969516,4.67647714834189,,,,12.097101063905743,13.595308852603086,11.648762554874782,,,
p29,worldStabilized_bodyConstrained,1.5,2.304296328599345,2.4759296341629042,2.252948968486147,2.697531088280128,3.0858241859193454,2.5813658402329387,,,,4.138693670507573,4.795398984325682,3.942227814850078,,,
p29,worldStabilized_sphere,1.5,2.5574289019203835,1.9729245775751014,3.251091732009533,3.469693606372014,2.545176644537597,4.566866953653997,,,,11.353787180209606,10.704835679265205,12.123940667223383,,,
p29,worldStabilized_sphere_VR,1.5,2.6567852252591933,1.8759232724207222,3.586427090529991,3.6099590336131464,2.4057679950827406,5.0436093175689765,,,,11.723802202063787,11.054408428465472,12.520789172308294,,,
p29,worldStabilized_walking,1.5,2.8710797401072568,3.116321120755165,2.797711127614254,4.438694143460115,4.514222183822639,4.416098497035871,,,,12.728568319210057,13.082005187175461,12.62283097366916,,,
p30_incomplete,calibration,1.5,2.260972702341066,2.260972702341066,,2.346297857452975,2.346297857452975,,2.9216901252153065,0.8666436578843161,,3.0489248987777815,3.0489248987777815,,2.5652076704124114,0.755157439752313,
p30_incomplete,screenStabilized_headConstrained,1.5,3.477227604641076,4.7905876978264565,3.0828737347498683,3.6075489634924818,5.013936380885012,3.18525991997586,,,0.7407954470050834,4.549569543928978,6.508293288471504,3.9614122806557193,,,0.642197398475834
p30_incomplete,screenStabilized_walking,1.5,3.2846807416131516,3.5374918381017872,3.208834479256362,5.414477923793246,4.68682640694823,5.632887722912063,,,,18.544507489822806,17.307233191730386,18.915868329614256,,,
p30_incomplete,worldStabilized_bodyConstrained,1.5,2.388029088245867,2.391293769152208,2.3870584929261263,2.8850414640598583,3.0421351670282695,2.8377714690381333,,,,6.0334678415203165,6.708743443144391,5.830189247575749,,,
p30_incomplete,worldStabilized_sphere,2.0,3.675635116884561,3.1897267698179625,4.253323202273078,4.893281167544808,4.104386553451964,5.831184420164068,,,,16.274889973199333,16.21977335233243,16.340417176783916,,,
p30_incomplete,worldStabilized_sphere_VR,1.5,4.769699713033272,4.075477724023418,5.593267450129268,6.322733725068048,5.20650620975122,7.646885816727673,,,,16.51278640173036,16.294061543269528,16.77214463489967,,,
p30_incomplete,worldStabilized_walking,1.5,5.04069434204486,5.037928212692062,5.041507898497178,7.516858806589132,8.241604275300043,7.2987609932646595,,,,18.87145119658544,19.633310368760807,18.642269623986266,,,
p31,calibration,1.5,2.458747382077422,2.458747382077422,,2.5611658508385626,2.5611658508385626,,2.839183855018817,0.790396032780136,,2.734536148139071,2.734536148139071,,2.761378903445572,0.7626424167403579,
p31,screenStabilized_headConstrained,1.5,2.801107893779856,3.1516906219229384,2.6957683903526313,2.8863755138613603,3.3194167138119557,2.7562550905311154,,,1.2690802392789329,2.9876478818377787,3.429163536955294,2.854967379508177,,,1.223132652355699
p31,screenStabilized_walking,1.5,3.611940529062757,4.346309730581847,3.390852431197975,5.895385010002882,8.250889366934441,5.186452986526669,,,,8.59605501481904,9.420916468448176,8.347854650540759,,,
p31,worldStabilized_bodyConstrained,1.5,2.920395009656652,2.479613686530902,3.052855508074175,3.5846448019886212,3.171278434718118,3.708873864401233,,,,3.9729866392186057,3.7716986432180253,4.033470758126468,,,
p31,worldStabilized_sphere,1.5,3.446290160667013,2.613039502170799,4.4361122372497785,4.789431062052346,3.2824023265310087,6.5796374024396895,,,,7.579607336395297,6.490403859109164,8.873477456777255,,,
p31,worldStabilized_sphere_VR,1.5,3.350464870375866,2.595941365360021,4.247584194959838,4.621756753080765,3.286704612069509,6.20909551839579,,,,7.22883925581586,6.351849157232898,8.271533731061627,,,
p31,worldStabilized_walking,1.5,8.90289419570325,10.3222986732566,8.477098350001423,13.379427418587333,13.532735155057829,13.333725256424383,,,,14.678616561445327,13.962836861519758,14.893713951928389,,,
p32,calibration,1.5,2.1278788303799465,2.1278788303799465,,2.239899725612846,2.239899725612846,,3.323095404251514,0.4984161756295462,,2.886069598060266,2.886069598060266,,2.783078103076814,0.41965604686566105,
p32,screenStabilized_headConstrained,1.5,2.0749943672906728,2.809842878200385,1.8550307995931279,2.163523483751409,2.983826899659657,1.9179796872891484,,,0.4277894351345576,3.0602445670117353,4.900616438368779,2.5092855698198626,,,0.35639174568748044
p32,screenStabilized_walking,1.5,2.4053249089112527,2.236270623838222,2.45560410771576,3.988479083715823,2.9400605150981036,4.3002059807563295,,,,23.203797907869074,24.842836367803734,22.716793475053898,,,
p32,worldStabilized_bodyConstrained,1.5,2.5662035222652912,2.7787804600163453,2.5024907449470986,2.9588451234451094,3.3197806976575004,2.8506264313974707,,,,6.734379823198754,8.14802991042263,6.310434045145895,,,
p32,worldStabilized_sphere,1.5,3.3562670803461203,3.0270302104165046,3.7472522319020185,4.182683709590014,3.5561974386214743,4.926614396373417,,,,20.829396510520105,20.63955747296407,21.054829978726325,,,
p32,worldStabilized_sphere_VR,1.5,3.7056148722040083,3.340091343139081,4.140152716275054,4.647219410236554,3.951980790229066,5.47373003114125,,,,21.414540151204193,21.177254172960446,21.696621392750007,,,
p32,worldStabilized_walking,1.5,2.876472332274898,3.005442325966947,2.8378601380211945,4.821520900949325,3.937820387930628,5.086754073417669,,,,22.313385012822806,22.670406487063502,22.205475817782606,,,
p33,calibration,1.5,2.1615163489849802,2.1615163489849802,,2.2513988797917843,2.2513988797917843,,3.0185353682256535,0.7405336786498806,,4.059937917224278,4.059937917224278,,2.602035886151392,0.6429586245475922,
p33,screenStabilized_headConstrained,1.5,2.436819058135816,2.0446391129669417,2.554147130374704,2.5845339752802823,2.1637957237092857,2.7104058067752064,,,0.8462881432578728,3.7074091159940243,4.389122481589247,3.5034616271178916,,,0.7405391585912922
p33,screenStabilized_walking,1.5,5.519868376437001,5.964190613423122,5.38691563716919,8.218364628549317,7.5594791299187065,8.415042346228018,,,,20.771744801548838,18.913751833009805,21.327316499325235,,,
p33,worldStabilized_bodyConstrained,1.5,2.1970870296030975,1.900924150706672,2.2856644355587736,2.5425405345914402,2.2289034896039173,2.6363429570906893,,,,6.225159418028715,7.378832318984321,5.8801693194945726,,,
p33,worldStabilized_sphere,1.5,4.260655329317743,3.508892331320064,5.1525609105630625,5.7879215153180485,4.376687151647881,7.462209592691611,,,,19.740425425996662,19.263445274911234,20.306288522354663,,,
p33,worldStabilized_sphere_VR,1.5,3.9663415353619778,2.994059044037077,5.120127945903439,5.308848574962035,3.639784062236359,7.289427285598455,,,,19.225232612546016,18.432991021950457,20.16539251442783,,,
p33,worldStabilized_walking,1.5,7.353273959358214,6.269067104179748,7.6780320587102295,11.574835704922169,8.913316246890462,12.371858298209482,,,,23.136599249142524,22.48450278824035,23.33211528466545,,,
