,Date,Frame,Movement,Camera_Left Eye Position_x,Camera_Left Eye Position_y,Camera_Left Eye Position_z,Camera_Left Eye Rotation_x,Camera_Left Eye Rotation_y,Camera_Left Eye Rotation_z,Camera_Left Eye Rotation_w,Camera_Right Eye Position_x,Camera_Right Eye Position_y,Camera_Right Eye Position_z,Camera_Right Eye Rotation_x,Camera_Right Eye Rotation_y,Camera_Right Eye Rotation_z,Camera_Right Eye Rotation_w,Camera_Center Eye Position_x,Camera_Center Eye Position_y,Camera_Center Eye Position_z,Camera_Center Eye Rotation_x,Camera_Center Eye Rotation_y,Camera_Center Eye Rotation_z,Camera_Center Eye Rotation_w,Gaze_Left Eye Position_x,Gaze_Left Eye Position_y,Gaze_Left Eye Position_z,Gaze_Left Eye Rotation_x,Gaze_Left Eye Rotation_y,Gaze_Left Eye Rotation_z,Gaze_Left Eye Rotation_w,Gaze_Left Euler Angles_x,Gaze_Left Euler Angles_y,Gaze_Left Euler Angles_z,Gaze_Left Forward Vector_x,Gaze_Left Forward Vector_y,Gaze_Left Forward Vector_z,Gaze_Left Right Vector_x,Gaze_Left Right Vector_y,Gaze_Left Right Vector_z,Gaze_Left Up Vector_x,Gaze_Left Up Vector_y,Gaze_Left Up Vector_z,Gaze_Left Tracking Mode,Gaze_Left Confidence Value,Gaze_Right Eye Position_x,Gaze_Right Eye Position_y,Gaze_Right Eye Position_z,Gaze_Right Eye Rotation_x,Gaze_Right Eye Rotation_y,Gaze_Right Eye Rotation_z,Gaze_Right Eye Rotation_w,Gaze_Right Euler Angles_x,Gaze_Right Euler Angles_y,Gaze_Right Euler Angles_z,Gaze_Right Forward Vector_x,Gaze_Right Forward Vector_y,Gaze_Right Forward Vector_z,Gaze_Right Right Vector_x,Gaze_Right Right Vector_y,Gaze_Right Right Vector_z,Gaze_Right Up Vector_x,Gaze_Right Up Vector_y,Gaze_Right Up Vector_z,Gaze_Right Tracking Mode,Gaze_Right Confidence Value,Ball Position_x,Ball Position_y,Ball Position_z,Ball Rotation_x,Ball Rotation_y,Ball Rotation_z,Ball Rotation_w,Gaze Point_x,Gaze Point_y,Gaze Point_z,Debug_Intersection,Debug_Divergence,Expected Gaze_x,Expected Gaze_y,Expected Gaze_z,Actual Gaze_x,Actual Gaze_y,Actual Gaze_z,Expected Visual Angle_x,Expected Visual Angle_y,Actual Visual Angle_x,Actual Visual Angle_y,Cosine Similarity,Euclidean Error
105,06/23/2023 21:18:24.179138,333,static,-0.1,1.05,-0.29,-0.04165,0.66425,0.03468,0.74554,-0.1,1.05,-0.34,-0.04165,0.66425,0.03468,0.74554,-0.1,1.05,-0.32,-0.04165,0.66425,0.03468,0.74554,-0.1,1.05,-0.28,-0.15026,0.65801,0.13634,0.72516,336.59,84.44,0.0,0.91,0.4,0.09,0.1,0.0,-1.0,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15216,0.64797,0.1343,0.73413,336.58,82.87,0.0,0.91,0.4,0.11,0.12,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.56,75.28,18.97,-0.04167,0.66425,0.03475,0.74553,3.0850000000016378,2.45000000000072,0.03500000000018,1.0,0.0,-168.66,-74.23,-19.29,-3.185000000001638,-1.40000000000072,-0.35000000000018,-1.6846736145114833,-1.8250407188646816,-1.68024727593626,-1.8157749899217608,0.07022860111633186,100.63118495263673
106,06/23/2023 21:18:24.192499,334,static,-0.1,1.05,-0.29,-0.04163,0.66425,0.03461,0.74555,-0.1,1.05,-0.34,-0.04163,0.66425,0.03461,0.74555,-0.1,1.05,-0.32,-0.04163,0.66425,0.03461,0.74555,-0.1,1.05,-0.28,-0.1488,0.65827,0.13501,0.72547,336.82,84.44,0.0,0.91,0.39,0.09,0.1,0.0,-1.0,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15097,0.64665,0.13267,0.73584,336.81,82.62,0.0,0.91,0.39,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.56,75.27,18.95,-0.04166,0.66427,0.03469,0.74552,2.0233333333334427,1.9600000000000468,-0.06999999999998742,1.0,0.0,-168.66,-74.22,-19.27,-2.1233333333334428,-0.9100000000000468,-0.2450000000000126,-1.684556562319701,-1.8248210819243238,-1.6856729322117958,-1.8337910584758161,0.12108748483013235,100.61010373431077
107,06/23/2023 21:18:24.206504,335,static,-0.1,1.05,-0.29,-0.04159,0.66429,0.0345,0.74552,-0.1,1.05,-0.34,-0.04159,0.66429,0.0345,0.74552,-0.1,1.05,-0.32,-0.04159,0.66429,0.0345,0.74552,-0.1,1.05,-0.28,-0.14882,0.65823,0.13501,0.72551,336.82,84.43,0.0,0.91,0.39,0.09,0.1,0.0,-1.0,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15099,0.6466,0.13267,0.73587,336.81,82.61,0.0,0.91,0.39,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.58,75.24,18.95,-0.04164,0.66426,0.03459,0.74554,2.0233333333334427,1.9600000000000468,-0.06999999999998742,1.0,0.0,-168.68,-74.19,-19.27,-2.1233333333334428,-0.9100000000000468,-0.2450000000000126,-1.6845431900802066,-1.8249194364766699,-1.6856729322117958,-1.8337910584758161,0.11932170029620026,100.61269406759932
108,06/23/2023 21:18:24.220817,336,static,-0.1,1.05,-0.29,-0.04156,0.66429,0.03446,0.74552,-0.1,1.05,-0.34,-0.04156,0.66429,0.03446,0.74552,-0.1,1.05,-0.32,-0.04156,0.66429,0.03446,0.74552,-0.1,1.05,-0.28,-0.14898,0.65672,0.13459,0.72692,336.84,84.19,0.0,0.91,0.39,0.09,0.1,0.0,-0.99,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15084,0.64668,0.13256,0.73586,336.83,82.62,0.0,0.91,0.39,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.59,75.21,18.94,-0.0416,0.66429,0.0345,0.74552,2.0233333333334427,1.9600000000000468,-0.06999999999998742,1.0,0.0,-168.69,-74.16,-19.26,-2.1233333333334428,-0.9100000000000468,-0.2450000000000126,-1.684477988004548,-1.8248915464662965,-1.6856729322117958,-1.8337910584758161,0.11865280096889613,100.61003669088701
109,06/23/2023 21:18:24.235348,337,static,-0.1,1.05,-0.29,-0.04152,0.66433,0.03447,0.74549,-0.1,1.05,-0.34,-0.04152,0.66433,0.03447,0.74549,-0.1,1.05,-0.32,-0.04152,0.66433,0.03447,0.74549,-0.1,1.05,-0.28,-0.14895,0.65671,0.13456,0.72694,336.84,84.19,0.0,0.91,0.39,0.09,0.1,0.0,-0.99,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15081,0.64666,0.13253,0.73588,336.84,82.62,0.0,0.91,0.39,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.6,75.19,18.94,-0.04154,0.66431,0.03448,0.74551,2.0233333333334427,1.9600000000000468,-0.06999999999998742,1.0,0.0,-168.7,-74.14,-19.26,-2.1233333333334428,-0.9100000000000468,-0.2450000000000126,-1.6844713072202673,-1.8249571775520286,-1.6856729322117958,-1.8337910584758161,0.1175125542859563,100.61182768281527
110,06/23/2023 21:18:24.248751,338,static,-0.1,1.05,-0.29,-0.04152,0.66432,0.03454,0.74549,-0.1,1.05,-0.34,-0.04152,0.66432,0.03454,0.74549,-0.1,1.05,-0.32,-0.04152,0.66432,0.03454,0.74549,-0.1,1.05,-0.28,-0.14891,0.65674,0.13454,0.72692,336.85,84.19,0.0,0.91,0.39,0.09,0.1,0.0,-0.99,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15078,0.6467,0.13251,0.73586,336.84,82.62,0.0,0.91,0.39,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.6,75.19,18.93,-0.04154,0.66432,0.03448,0.7455,2.0233333333334427,1.9600000000000468,-0.06999999999998742,1.0,0.0,-168.7,-74.14,-19.25,-2.1233333333334428,-0.9100000000000468,-0.2450000000000126,-1.6844127926882135,-1.8248308203848564,-1.6856729322117958,-1.8337910584758161,0.11849781946153899,100.60639046803743
111,06/23/2023 21:18:24.262627,339,static,-0.1,1.05,-0.29,-0.04159,0.66436,0.03462,0.74545,-0.1,1.05,-0.34,-0.04159,0.66436,0.03462,0.74545,-0.1,1.05,-0.32,-0.04159,0.66436,0.03462,0.74545,-0.1,1.05,-0.28,-0.14876,0.65678,0.13441,0.72694,336.87,84.19,0.0,0.91,0.39,0.09,0.1,0.0,-0.99,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15063,0.64673,0.13238,0.73588,336.86,82.62,0.0,0.91,0.39,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.59,75.21,18.92,-0.04154,0.66435,0.03455,0.74547,2.0233333333334427,1.9600000000000468,-0.06999999999998742,1.0,0.0,-168.69,-74.16,-19.240000000000002,-2.1233333333334428,-0.9100000000000468,-0.2450000000000126,-1.6843609513998181,-1.8246388833905327,-1.6856729322117958,-1.8337910584758161,0.12062266281431738,100.59916371454331
112,06/23/2023 21:18:24.276315,340,static,-0.1,1.05,-0.29,-0.04163,0.6644,0.03464,0.74541,-0.1,1.05,-0.34,-0.04163,0.6644,0.03464,0.74541,-0.1,1.05,-0.32,-0.04163,0.6644,0.03464,0.74541,-0.1,1.05,-0.28,-0.14881,0.65674,0.13443,0.72697,336.86,84.19,0.0,0.91,0.39,0.09,0.1,0.0,-0.99,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15067,0.64669,0.1324,0.73591,336.86,82.62,0.0,0.91,0.39,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.58,75.24,18.92,-0.0416,0.66435,0.03462,0.74546,2.0233333333334427,1.9600000000000468,-0.06999999999998742,1.0,0.0,-168.68,-74.19,-19.240000000000002,-2.1233333333334428,-0.9100000000000468,-0.2450000000000126,-1.6843676262060479,-1.824540588196006,-1.6856729322117958,-1.8337910584758161,0.12227423849603578,100.59638892386337
113,06/23/2023 21:18:24.289777,341,static,-0.1,1.05,-0.29,-0.04163,0.66446,0.03463,0.74536,-0.1,1.05,-0.34,-0.04163,0.66446,0.03463,0.74536,-0.1,1.05,-0.32,-0.04163,0.66446,0.03463,0.74536,-0.1,1.05,-0.28,-0.15057,0.65493,0.13544,0.72805,336.63,83.95,0.0,0.91,0.4,0.1,0.11,0.0,-0.99,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15214,0.64645,0.13371,0.73558,336.63,82.62,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.58,75.26,18.89,-0.04166,0.6644,0.03463,0.74541,3.0849999999980553,2.449999999999145,0.06999999999976489,1.0,0.0,-168.68,-74.21000000000001,-19.21,-3.1849999999980554,-1.3999999999991448,-0.38499999999976486,-1.6841920553002079,-1.8240962659734392,-1.6910918037228506,-1.8391625377008034,0.11812749316477714,100.56989390026025
114,06/23/2023 21:18:24.304001,342,static,-0.1,1.05,-0.29,-0.04162,0.6645,0.03459,0.74533,-0.1,1.05,-0.34,-0.04162,0.6645,0.03459,0.74533,-0.1,1.05,-0.32,-0.04162,0.6645,0.03459,0.74533,-0.1,1.05,-0.28,-0.15058,0.65492,0.13545,0.72805,336.63,83.95,0.0,0.91,0.4,0.1,0.11,0.0,-0.99,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15216,0.64645,0.13372,0.73558,336.63,82.62,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.58,75.25,18.87,-0.04163,0.66444,0.03464,0.74537,3.0849999999980553,2.449999999999145,0.06999999999976489,1.0,0.0,-168.68,-74.2,-19.19,-3.1849999999980554,-1.3999999999991448,-0.38499999999976486,-1.6840750041282952,-1.8238763348819198,-1.6910918037228506,-1.8391625377008034,0.11958603650090942,100.55993984223397
115,06/23/2023 21:18:24.318122,343,static,-0.1,1.05,-0.29,-0.04152,0.66454,0.03463,0.7453,-0.1,1.05,-0.34,-0.04152,0.66454,0.03463,0.7453,-0.1,1.05,-0.32,-0.04152,0.66454,0.03463,0.7453,-0.1,1.05,-0.28,-0.15059,0.65503,0.13551,0.72794,336.62,83.97,0.0,0.91,0.4,0.1,0.11,0.0,-0.99,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15217,0.64656,0.13378,0.73547,336.62,82.64,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.59,75.24,18.85,-0.0416,0.6645,0.03463,0.74532,3.0849999999980553,2.449999999999145,0.06999999999976489,1.0,0.0,-168.69,-74.19,-19.17,-3.1849999999980554,-1.3999999999991448,-0.38499999999976486,-1.6839512986969047,-1.8236563194695767,-1.6910918037228506,-1.8391625377008034,0.12093333797513042,100.54979709107059
116,06/23/2023 21:18:24.331237,344,static,-0.1,1.05,-0.29,-0.04152,0.66455,0.03471,0.74528,-0.1,1.05,-0.34,-0.04152,0.66455,0.03471,0.74528,-0.1,1.05,-0.32,-0.04152,0.66455,0.03471,0.74528,-0.1,1.05,-0.28,-0.15052,0.65506,0.13545,0.72794,336.63,83.97,0.0,0.91,0.4,0.1,0.11,0.0,-0.99,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.1521,0.64659,0.13372,0.73547,336.63,82.64,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.6,75.22,18.84,-0.04153,0.66453,0.03464,0.7453,3.0849999999980553,2.449999999999145,0.06999999999976489,1.0,0.0,-168.7,-74.17,-19.16,-3.1849999999980554,-1.3999999999991448,-0.38499999999976486,-1.6838861267824994,-1.8235952458984868,-1.6910918037228506,-1.8391625377008034,0.120784488432179,100.5461153891499
117,06/23/2023 21:18:24.345400,345,static,-0.1,1.05,-0.29,-0.0415,0.66454,0.03485,0.74529,-0.1,1.05,-0.34,-0.0415,0.66454,0.03485,0.74529,-0.1,1.05,-0.32,-0.0415,0.66454,0.03485,0.74529,-0.1,1.05,-0.28,-0.15048,0.65511,0.13543,0.7279,336.64,83.97,0.0,0.91,0.4,0.1,0.1,0.0,-0.99,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15206,0.64664,0.1337,0.73543,336.64,82.65,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.59,75.24,18.84,-0.04152,0.66455,0.03471,0.74528,3.0849999999980553,2.449999999999145,0.06999999999976489,1.0,0.0,-168.69,-74.19,-19.16,-3.1849999999980554,-1.3999999999991448,-0.38499999999976486,-1.6838927737652623,-1.8235299623381913,-1.6910918037228506,-1.8391625377008034,0.12191956215159246,100.5443234946166
118,06/23/2023 21:18:24.359523,346,static,-0.1,1.05,-0.29,-0.04155,0.66453,0.03489,0.74529,-0.1,1.05,-0.34,-0.04155,0.66453,0.03489,0.74529,-0.1,1.05,-0.32,-0.04155,0.66453,0.03489,0.74529,-0.1,1.05,-0.28,-0.1505,0.65514,0.13546,0.72787,336.64,83.98,0.0,0.91,0.4,0.1,0.1,0.0,-0.99,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15208,0.64667,0.13373,0.7354,336.63,82.65,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.57,75.27,18.85,-0.04154,0.66454,0.03483,0.74529,3.0849999999980553,2.449999999999145,0.06999999999976489,1.0,0.0,-168.67,-74.22,-19.17,-3.1849999999980554,-1.3999999999991448,-0.38499999999976486,-1.6839646017594896,-1.8235584112881518,-1.6910918037228506,-1.8391625377008034,0.12269215284939905,100.5472030357947
119,06/23/2023 21:18:24.372739,347,static,-0.1,1.05,-0.29,-0.0416,0.66454,0.03485,0.74528,-0.1,1.05,-0.34,-0.0416,0.66454,0.03485,0.74528,-0.1,1.05,-0.32,-0.0416,0.66454,0.03485,0.74528,-0.1,1.05,-0.28,-0.15051,0.6551,0.13546,0.7279,336.63,83.97,0.0,0.91,0.4,0.1,0.1,0.0,-0.99,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15209,0.64663,0.13372,0.73543,336.63,82.65,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.57,75.27,18.86,-0.04151,0.66455,0.03489,0.74528,3.0849999999980553,2.449999999999145,0.06999999999976489,1.0,0.0,-168.67,-74.22,-19.18,-3.1849999999980554,-1.3999999999991448,-0.38499999999976486,-1.6840231326750814,-1.823684715490694,-1.6910918037228506,-1.8391625377008034,0.12170684537232644,100.5526751419488
120,06/23/2023 21:18:24.386926,348,static,-0.1,1.05,-0.29,-0.04157,0.66456,0.03474,0.74527,-0.1,1.05,-0.34,-0.04157,0.66456,0.03474,0.74527,-0.1,1.05,-0.32,-0.04157,0.66456,0.03474,0.74527,-0.1,1.05,-0.28,-0.15061,0.65507,0.13554,0.7279,336.62,83.97,0.0,0.91,0.4,0.1,0.11,0.0,-0.99,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15219,0.6466,0.13381,0.73542,336.62,82.65,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.57,75.29,18.85,-0.0416,0.66454,0.03485,0.74528,3.0849999999980553,2.449999999999145,0.06999999999976489,1.0,0.0,-168.67,-74.24000000000001,-19.17,-3.1849999999980554,-1.3999999999991448,-0.38499999999976486,-1.6839646017594896,-1.823493180378736,-1.6910918037228506,-1.8391625377008034,0.12371370138766542,100.54522687844577
121,06/23/2023 21:18:24.401169,349,static,-0.1,1.05,-0.29,-0.04159,0.66459,0.03466,0.74525,-0.1,1.05,-0.34,-0.04159,0.66459,0.03466,0.74525,-0.1,1.05,-0.32,-0.04159,0.66459,0.03466,0.74525,-0.1,1.05,-0.28,-0.15002,0.6582,0.13618,0.72506,336.62,84.47,0.0,0.91,0.4,0.09,0.1,0.0,-1.0,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.1522,0.64659,0.13382,0.73542,336.61,82.64,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.58,75.26,18.83,-0.04159,0.66455,0.03472,0.74528,2.0233333333332304,1.983333333333288,-0.07000000000001189,1.0,0.0,-168.68,-74.21000000000001,-19.15,-2.1233333333332305,-0.933333333333288,-0.24499999999998812,-1.683840892435096,-1.8233383761892357,-1.6856729322117958,-1.8275046572282823,0.03412292763784511,100.54778775486268
122,06/23/2023 21:18:24.415870,350,static,-0.1,1.05,-0.29,-0.04157,0.66458,0.03466,0.74525,-0.1,1.05,-0.34,-0.04157,0.66458,0.03466,0.74525,-0.1,1.05,-0.32,-0.04157,0.66458,0.03466,0.74525,-0.1,1.05,-0.28,-0.14999,0.65826,0.13618,0.72502,336.62,84.47,0.0,0.91,0.4,0.09,0.1,0.0,-1.0,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15217,0.64665,0.13381,0.73538,336.62,82.65,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.59,75.24,18.81,-0.04159,0.66459,0.03466,0.74525,2.0233333333332304,1.983333333333288,-0.07000000000001189,1.0,0.0,-168.69,-74.19,-19.13,-2.1233333333332305,-0.933333333333288,-0.24499999999998812,-1.6837171943034015,-1.8231508414735842,-1.6856729322117958,-1.8275046572282823,0.03496231868813436,100.53869027978448
123,06/23/2023 21:18:24.429086,351,static,-0.1,1.05,-0.29,-0.04165,0.66455,0.03468,0.74527,-0.1,1.05,-0.34,-0.04165,0.66455,0.03468,0.74527,-0.1,1.05,-0.32,-0.04165,0.66455,0.03468,0.74527,-0.1,1.05,-0.28,-0.14991,0.65832,0.13612,0.72499,336.64,84.48,0.0,0.91,0.4,0.09,0.1,0.0,-1.0,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15181,0.64828,0.13409,0.73396,336.63,82.91,0.0,0.91,0.4,0.11,0.12,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.59,75.24,18.82,-0.04159,0.66456,0.03465,0.74527,3.0850000000016378,2.45000000000072,0.03500000000018,1.0,0.0,-168.69,-74.19,-19.14,-3.185000000001638,-1.40000000000072,-0.35000000000018,-1.683775721568125,-1.8232772233369658,-1.68024727593626,-1.8157749899217608,0.05784562107431826,100.55253379704354
124,06/23/2023 21:18:24.443115,352,static,-0.1,1.05,-0.29,-0.04171,0.66451,0.03472,0.74531,-0.1,1.05,-0.34,-0.04171,0.66451,0.03472,0.74531,-0.1,1.05,-0.32,-0.04171,0.66451,0.03472,0.74531,-0.1,1.05,-0.28,-0.14991,0.65835,0.13614,0.72496,336.63,84.49,0.0,0.91,0.4,0.09,0.1,0.0,-1.0,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15181,0.64832,0.1341,0.73393,336.63,82.91,0.0,0.91,0.4,0.11,0.12,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.58,75.27,18.82,-0.04166,0.66456,0.03471,0.74527,3.0850000000016378,2.45000000000072,0.03500000000018,1.0,0.0,-168.68,-74.22,-19.14,-3.185000000001638,-1.40000000000072,-0.35000000000018,-1.6837823625662582,-1.8231794492456952,-1.68024727593626,-1.8157749899217608,0.05620154034711721,100.5497529802702
125,06/23/2023 21:18:24.457043,353,static,-0.1,1.05,-0.29,-0.04175,0.66451,0.03473,0.7453,-0.1,1.05,-0.34,-0.04175,0.66451,0.03473,0.7453,-0.1,1.05,-0.32,-0.04175,0.66451,0.03473,0.7453,-0.1,1.05,-0.28,-0.14993,0.65831,0.13614,0.72499,336.63,84.48,0.0,0.91,0.4,0.09,0.1,0.0,-1.0,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15212,0.6467,0.13378,0.73535,336.62,82.66,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.57,75.29,18.84,-0.04171,0.66451,0.03472,0.7453,2.0233333333332304,1.983333333333288,-0.07000000000001189,1.0,0.0,-168.67,-74.24000000000001,-19.16,-2.1233333333332305,-0.933333333333288,-0.24499999999998812,-1.6839060700651611,-1.8233668977104858,-1.6856729322117958,-1.8275046572282823,0.034781593373369175,100.55046326860308
126,06/23/2023 21:18:24.470319,354,static,-0.1,1.05,-0.29,-0.04173,0.6645,0.03469,0.74532,-0.1,1.05,-0.34,-0.04173,0.6645,0.03469,0.74532,-0.1,1.05,-0.32,-0.04173,0.6645,0.03469,0.74532,-0.1,1.05,-0.28,-0.14998,0.65832,0.1362,0.72496,336.62,84.48,0.0,0.91,0.4,0.09,0.1,0.0,-1.0,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15217,0.64671,0.13384,0.73532,336.62,82.66,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.56,75.3,18.84,-0.04177,0.66451,0.03472,0.74531,2.0233333333332304,1.983333333333288,-0.07000000000001189,1.0,0.0,-168.66,-74.25,-19.16,-2.1233333333332305,-0.933333333333288,-0.24499999999998812,-1.6839127193825694,-1.823334309493036,-1.6856729322117958,-1.8275046572282823,0.035404758665234994,100.5496664367455
127,06/23/2023 21:18:24.484532,355,static,-0.1,1.05,-0.29,-0.04164,0.66452,0.03469,0.74531,-0.1,1.05,-0.34,-0.04164,0.66452,0.03469,0.74531,-0.1,1.05,-0.32,-0.04164,0.66452,0.03469,0.74531,-0.1,1.05,-0.28,-0.15001,0.65832,0.13622,0.72495,336.62,84.48,0.0,0.91,0.4,0.09,0.1,0.0,-1.0,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.1522,0.64671,0.13386,0.73531,336.61,82.66,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.57,75.29,18.83,-0.04174,0.66451,0.0347,0.7453,2.0233333333332304,1.983333333333288,-0.07000000000001189,1.0,0.0,-168.67,-74.24000000000001,-19.15,-2.1233333333332305,-0.933333333333288,-0.24499999999998812,-1.683847537592481,-1.8232406068102736,-1.6856729322117958,-1.8275046572282823,0.03576695005328031,100.54502694931914
128,06/23/2023 21:18:24.498710,356,static,-0.1,1.05,-0.29,-0.0415,0.66459,0.03471,0.74525,-0.1,1.05,-0.34,-0.0415,0.66459,0.03471,0.74525,-0.1,1.05,-0.32,-0.0415,0.66459,0.03471,0.74525,-0.1,1.05,-0.28,-0.15006,0.65826,0.13625,0.72499,336.61,84.48,0.0,0.91,0.4,0.09,0.1,0.0,-1.0,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15197,0.64823,0.13422,0.73396,336.6,82.9,0.0,0.91,0.4,0.11,0.12,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.58,75.26,18.84,-0.0416,0.66454,0.03472,0.74529,3.0850000000016378,2.45000000000072,0.03500000000018,1.0,0.0,-168.68,-74.21000000000001,-19.16,-3.185000000001638,-1.40000000000072,-0.35000000000018,-1.683899421526104,-1.8234647117668092,-1.68024727593626,-1.8157749899217608,0.05868412329025899,100.56168618080582
129,06/23/2023 21:18:24.512198,357,static,-0.1,1.05,-0.29,-0.04141,0.66461,0.03468,0.74523,-0.1,1.05,-0.34,-0.04141,0.66461,0.03468,0.74523,-0.1,1.05,-0.32,-0.04141,0.66461,0.03468,0.74523,-0.1,1.05,-0.28,-0.15006,0.65828,0.13626,0.72497,336.61,84.48,0.0,0.91,0.4,0.09,0.1,0.0,-1.0,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.1,1.05,-0.35,-0.15197,0.64825,0.13423,0.73393,336.6,82.91,0.0,0.91,0.4,0.11,0.12,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.59,75.23,18.83,-0.0415,0.66458,0.03472,0.74526,3.0850000000016378,2.45000000000072,0.03500000000018,1.0,0.0,-168.69,-74.18,-19.15,-3.185000000001638,-1.40000000000072,-0.35000000000018,-1.6838342480555404,-1.8234362197092207,-1.68024727593626,-1.8157749899217608,0.059343205240315944,100.55899700539388
